pattern,size,support,support_pct,wins,losses,win_confidence,loss_confidence,win_lift,loss_lift,avg_pnl,net_pnl
Structure=PASS + Trend=PASS + confidence=80-90 + entry_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + Trend=PASS + confidence=80-90 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + age=0-5m + confidence=80-90 + entry_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + age=0-5m + confidence=80-90 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + direction=SHORT + entry_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + direction=SHORT + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + entry_quality=B + local_trend=BEARISH,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + entry_quality=B + momentum_disagreement,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + entry_quality=B + rr=1.5-2.2,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + entry_quality=B + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + entry_quality=B + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + local_trend=BEARISH + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + momentum_disagreement + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Structure=PASS + confidence=80-90 + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + age=0-5m + confidence=80-90 + entry_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + age=0-5m + confidence=80-90 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + direction=SHORT + entry_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + direction=SHORT + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + entry_quality=B + local_trend=BEARISH,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + entry_quality=B + momentum_disagreement,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + entry_quality=B + rr=1.5-2.2,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + entry_quality=B + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + entry_quality=B + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + local_trend=BEARISH + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + momentum_disagreement + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
Trend=PASS + confidence=80-90 + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + direction=SHORT + entry_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + direction=SHORT + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + entry_quality=B + local_trend=BEARISH,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + entry_quality=B + momentum_disagreement,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + entry_quality=B + rr=1.5-2.2,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + entry_quality=B + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + entry_quality=B + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + local_trend=BEARISH + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + momentum_disagreement + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
age=0-5m + confidence=80-90 + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + entry_quality=B + local_trend=BEARISH,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + entry_quality=B + momentum_disagreement,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + entry_quality=B + rr=1.5-2.2,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + entry_quality=B + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + entry_quality=B + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + entry_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + local_trend=BEARISH + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + momentum_disagreement + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + direction=SHORT + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + local_trend=BEARISH + momentum_disagreement,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + local_trend=BEARISH + rr=1.5-2.2,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + local_trend=BEARISH + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + local_trend=BEARISH + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + local_trend=BEARISH + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + momentum_disagreement + rr=1.5-2.2,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + momentum_disagreement + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + momentum_disagreement + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + momentum_disagreement + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + rr=1.5-2.2 + sl_atr=normal,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + rr=1.5-2.2 + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + sl_atr=normal + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + entry_quality=B + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + local_trend=BEARISH + momentum_disagreement + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + local_trend=BEARISH + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + momentum_disagreement + rr=1.5-2.2 + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + momentum_disagreement + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + rr=1.5-2.2 + sl_atr=normal + sl_quality=B,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
confidence=80-90 + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,2,10.0,2,0,1.0,0.0,6.6667,0.0,312.59,625.18
entry_quality=B + sl_quality=B,2,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + sl_quality=B,2,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + entry_quality=B + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + local_trend=BEARISH + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + sl_quality=B + with_or_neutral_local_trend,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + entry_quality=B + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + local_trend=BEARISH + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + sl_quality=B + with_or_neutral_local_trend,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + entry_quality=B + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + local_trend=BEARISH + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + entry_quality=B + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + local_trend=BEARISH + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + sl_quality=B + with_or_neutral_local_trend,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + local_trend=BEARISH + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + momentum_disagreement + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + rr=1.5-2.2 + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + sl_atr=normal + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + sl_quality=B + with_or_neutral_local_trend,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + momentum_disagreement + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + sl_atr=normal + sl_quality=B,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,3,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + Trend=PASS + entry_quality=B + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + Trend=PASS + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + Trend=PASS + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + age=0-5m + entry_quality=B + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + age=0-5m + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + age=0-5m + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + direction=SHORT + entry_quality=B + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + direction=SHORT + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + direction=SHORT + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + entry_quality=B + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + entry_quality=B + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + entry_quality=B + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + entry_quality=B + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + entry_quality=B + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + local_trend=BEARISH + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + local_trend=BEARISH + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + age=0-5m + entry_quality=B + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + age=0-5m + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + age=0-5m + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + direction=SHORT + entry_quality=B + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + direction=SHORT + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + direction=SHORT + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + entry_quality=B + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + entry_quality=B + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + entry_quality=B + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + entry_quality=B + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + entry_quality=B + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + local_trend=BEARISH + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + local_trend=BEARISH + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Trend=PASS + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + direction=SHORT + entry_quality=B + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + direction=SHORT + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + direction=SHORT + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + entry_quality=B + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + entry_quality=B + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + entry_quality=B + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + entry_quality=B + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + entry_quality=B + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + local_trend=BEARISH + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + local_trend=BEARISH + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
age=0-5m + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + entry_quality=B + local_trend=BEARISH + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + entry_quality=B + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + entry_quality=B + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + entry_quality=B + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + entry_quality=B + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + local_trend=BEARISH + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + local_trend=BEARISH + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
direction=SHORT + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + local_trend=BEARISH + momentum_disagreement + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + local_trend=BEARISH + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + local_trend=BEARISH + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + momentum_disagreement + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + momentum_disagreement + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + rr=1.5-2.2 + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
entry_quality=B + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + momentum_disagreement + rr=1.5-2.2 + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + momentum_disagreement + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + momentum_disagreement + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + rr=1.5-2.2 + sl_atr=normal + sl_quality=B,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
local_trend=BEARISH + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
momentum_disagreement + rr=1.5-2.2 + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
momentum_disagreement + sl_atr=normal + sl_quality=B + with_or_neutral_local_trend,4,4,20.0,3,1,0.75,0.25,5.0,0.2941,181.22,724.88
Momentum=FAIL + confidence=80-90,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
Structure=PASS + confidence=80-90,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
Trend=PASS + confidence=80-90,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
age=0-5m + confidence=80-90,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
confidence=80-90 + direction=SHORT,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
confidence=80-90 + local_trend=BEARISH,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
confidence=80-90 + momentum_disagreement,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
confidence=80-90 + rr=1.5-2.2,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
confidence=80-90 + sl_atr=normal,2,3,15.0,2,1,0.6667,0.3333,4.4444,0.3922,73.66,220.98
